source_code;target_table;data_type;canonical_metric;available_years
P11_H0014;population;NUM;pop_hommes_0_14_ans_princ;2011
P11_H0019;population;NUM;pop_hommes_0_19_ans_princ;2011
P11_H0205;population;NUM;hommes_2_5_ans_princ;2011
P11_H0610;population;NUM;hommes_6_10_ans_princ;2011
P11_H1114;population;NUM;hommes_11_14_ans_princ;2011
P11_H1517;population;NUM;hommes_15_17_ans_princ;2011
P11_H1524;population;NUM;pop_15_24_ans_hommes_princ;2011
P11_H1529;population;NUM;pop_hommes_15_29_ans_princ;2011
P11_H1564;population;NUM;pop_15_64_ans_hommes_princ;2011
P11_H1824;population;NUM;hommes_18_24_ans_princ;2011
P11_H2064;population;NUM;pop_hommes_20_64_ans_princ;2011
P11_H2529;population;NUM;hommes_25_29_ans_princ;2011
P11_H2554;population;NUM;pop_25_54_ans_hommes_princ;2011
P11_H3044;population;NUM;pop_hommes_30_44_ans_princ;2011
P11_H30P;population;NUM;hommes_30_ans_ou_plus_princ;2011
P11_H4559;population;NUM;pop_hommes_45_59_ans_princ;2011
P11_H5564;population;NUM;pop_55_64_ans_hommes_princ;2011
P11_H6074;population;NUM;pop_hommes_60_74_ans_princ;2011
P11_H65P;population;NUM;pop_hommes_65_ans_ou_plus_princ;2011
P11_H7589;population;NUM;pop_hommes_75_89_ans_princ;2011
P11_H90P;population;NUM;pop_hommes_90_ans_ou_plus_princ;2011
P11_HACT1524;population;NUM;actifs_15_24_ans_hommes_princ;2011
P11_HACT1564;population;NUM;actifs_15_64_ans_hommes_princ;2011
P11_HACT2554;population;NUM;actifs_25_54_ans_hommes_princ;2011
P11_HACT5564;population;NUM;actifs_55_64_ans_hommes_princ;2011
P11_HACTOCC1524;population;NUM;actifs_occupes_15_24_ans_hommes_princ;2011
P11_HACTOCC1564;population;NUM;actifs_occupes_15_64_ans_hommes_princ;2011
P11_HACTOCC15P;population;NUM;actifs_occupes_15_ans_ou_plus_hommes_princ;2011
P11_HACTOCC2554;population;NUM;actifs_occupes_25_54_ans_hommes_princ;2011
P11_HACTOCC5564;population;NUM;actifs_occupes_55_64_ans_hommes_princ;2011
P11_HCHOM1524;population;NUM;chomeurs_15_24_ans_hommes_princ;2011
P11_HCHOM1564;population;NUM;chomeurs_15_64_ans_hommes_princ;2011
P11_HCHOM2554;population;NUM;chomeurs_25_54_ans_hommes_princ;2011
P11_HCHOM5564;population;NUM;chomeurs_55_64_ans_hommes_princ;2011
P11_HNSAL15P;population;NUM;non_salaries_15_ans_ou_plus_hommes_princ;2011
P11_HNSAL15P_AIDFAM;population;NUM;non_salaries_15_ans_ou_plus_hommes_aides_familiaux_princ;2011
P11_HNSAL15P_EMPLOY;population;NUM;non_salaries_15_ans_ou_plus_hommes_employeurs_princ;2011
P11_HNSAL15P_INDEP;population;NUM;non_salaries_15_ans_ou_plus_hommes_independants_princ;2011
P11_HNSCOL15P;population;NUM;hommes_15_ans_ou_plus_non_scolarises_princ;2011
P11_HNSCOL15P_BAC;population;NUM;hommes_15_ans_ou_plus_non_scol_bac_bp_princ;2011
P11_HNSCOL15P_BACP2;population;NUM;hommes_15_ans_ou_plus_non_scol_enseignement_sup_court_princ;2011
P11_HNSCOL15P_BEPC;population;NUM;hommes_15_ans_ou_plus_non_scol_bepc_brevet_colleges_princ;2011
P11_HNSCOL15P_CAPBEP;population;NUM;hommes_15_ans_ou_plus_non_scol_cap_bep_princ;2011
P11_HNSCOL15P_CEP;population;NUM;hommes_15_ans_ou_plus_non_scol_cep_princ;2011
P11_HNSCOL15P_DIPL0;population;NUM;hommes_15_ans_ou_plus_non_scol_sans_diplome_princ;2011
P11_HNSCOL15P_SUP;population;NUM;hommes_15_ans_ou_plus_non_scol_enseignement_sup_long_princ;2011
P11_HSAL1524;population;NUM;salaries_15_24_ans_hommes_princ;2011
P11_HSAL1524_TP;population;NUM;salaries_15_24_ans_hommes_tp_princ;2011
P11_HSAL1564;population;NUM;salaries_15_64_ans_hommes_princ;2011
P11_HSAL1564_TP;population;NUM;salaries_15_64_ans_hommes_tp_princ;2011
P11_HSAL15P;population;NUM;salaries_15_ans_ou_plus_hommes_princ;2011
P11_HSAL15P_APPR;population;NUM;salaries_15_ans_ou_plus_hommes_apprentissage_stage_princ;2011
P11_HSAL15P_CDD;population;NUM;salaries_15_ans_ou_plus_hommes_cdd_princ;2011
P11_HSAL15P_CDI;population;NUM;salaries_15_ans_ou_plus_hommes_fonct_publ_cdi_princ;2011
P11_HSAL15P_EMPAID;population;NUM;salaries_15_ans_ou_plus_hommes_emplois_aides_princ;2011
P11_HSAL15P_INTERIM;population;NUM;salaries_15_ans_ou_plus_hommes_interim_princ;2011
P11_HSAL15P_TP;population;NUM;salaries_15_ans_ou_plus_tp_hommes_princ;2011
P11_HSAL2554;population;NUM;salaries_25_54_ans_hommes_princ;2011
P11_HSAL2554_TP;population;NUM;salaries_25_54_ans_hommes_tp_princ;2011
P11_HSAL5564;population;NUM;salaries_55_64_ans_hommes_princ;2011
P11_HSAL5564_TP;population;NUM;salaries_55_64_ans_hommes_tp_princ;2011
P11_HSCOL0205;population;NUM;hommes_scolarises_2_5_ans_princ;2011
P11_HSCOL0610;population;NUM;hommes_scolarises_6_10_ans_princ;2011
P11_HSCOL1114;population;NUM;hommes_scolarises_11_14_ans_princ;2011
P11_HSCOL1517;population;NUM;hommes_scolarises_15_17_ans_princ;2011
P11_HSCOL1824;population;NUM;hommes_scolarises_18_24_ans_princ;2011
P11_HSCOL2529;population;NUM;hommes_scolarises_25_29_ans_princ;2011
P11_HSCOL30P;population;NUM;hommes_scolarises_30_ans_ou_plus_princ;2011
P11_INACT1564;population;NUM;inactifs_15_64_ans_princ;2011
P11_LOG;population;NUM;logements_princ;2011
P11_LOGVAC;population;NUM;logements_vacants_princ;2011
P11_MAISON;population;NUM;maisons_princ;2011
P11_MEN;population;NUM;menages_princ;2011
P11_MEN_ANEM0002;population;NUM;menages_emmenages_moins_2_ans_princ;2011
P11_MEN_ANEM0204;population;NUM;menages_emmenages_entre_2_4_ans_princ;2011
P11_MEN_ANEM0509;population;NUM;menages_emmenages_entre_5_9_ans_princ;2011
P11_MEN_ANEM1019;population;NUM;menages_emmenages_entre_10_19_ans_princ;2011
P11_MEN_ANEM10P;population;NUM;menages_emmenages_depuis_10_ans_ou_plus_princ;2011
P11_MEN_ANEM2029;population;NUM;menages_emmenages_entre_20_29_ans_princ;2011
P11_MEN_ANEM30P;population;NUM;menages_emmenages_depuis_30_ans_ou_plus_princ;2011
P11_NBPI_RP;population;NUM;pieces_res_princ_princ;2011
P11_NBPI_RPAPPART;population;NUM;pieces_res_princ_type_appartement_princ;2011
P11_NBPI_RPMAISON;population;NUM;pieces_res_princ_type_maison_princ;2011
P11_NBPI_RP_ANEM0002;population;NUM;pieces_res_princ_men_emmenages_moins_2_ans_princ;2011
P11_NBPI_RP_ANEM0204;population;NUM;pieces_res_princ_men_emmenages_entre_2_4_ans_princ;2011
P11_NBPI_RP_ANEM0509;population;NUM;pieces_res_princ_men_emmenages_entre_5_9_ans_princ;2011
P11_NBPI_RP_ANEM10P;population;NUM;pieces_res_princ_men_emmenages_depuis_10_ans_ou_plus_princ;2011
P11_NPER_RP;population;NUM;personnes_res_princ_princ;2011
P11_NPER_RP_GRAT;population;NUM;pers_res_princ_occupees_gratuit_princ;2011
P11_NPER_RP_LOC;population;NUM;pers_res_princ_occupees_locataires_princ;2011
P11_NPER_RP_LOCHLMV;population;NUM;pers_res_princ_hlm_louees_vides_princ;2011
P11_NPER_RP_PROP;population;NUM;pers_res_princ_occupees_proprietaires_princ;2011
P11_NSAL15P;population;NUM;non_salaries_15_ans_ou_plus_princ;2011
P11_NSAL15P_TP;population;NUM;non_salaries_15_ans_ou_plus_tp_princ;2011
P11_NSCOL15P;population;NUM;pop_15_ans_ou_plus_non_scolarisee_princ;2011
P11_NSCOL15P_BAC;population;NUM;pop_15_ans_ou_plus_non_scol_bac_bp_princ;2011
P11_NSCOL15P_BACP2;population;NUM;pop_15_ans_ou_plus_non_scol_enseignement_sup_court_princ;2011
P11_NSCOL15P_BEPC;population;NUM;pop_15_ans_ou_plus_non_scol_bepc_brevet_colleges_princ;2011
P11_NSCOL15P_CAPBEP;population;NUM;pop_15_ans_ou_plus_non_scol_cap_bep_princ;2011
P11_NSCOL15P_CEP;population;NUM;pop_15_ans_ou_plus_non_scol_cep_princ;2011
P11_NSCOL15P_DIPL0;population;NUM;pop_15_ans_ou_plus_non_scol_sans_diplome_princ;2011
P11_NSCOL15P_SUP;population;NUM;pop_15_ans_ou_plus_non_scol_enseignement_sup_long_princ;2011
P11_PMEN;population;NUM;pop_menages_princ;2011
P11_PMEN_ANEM0002;population;NUM;pop_men_emmenages_moins_2_ans_princ;2011
P11_PMEN_ANEM0204;population;NUM;pop_men_emmenages_entre_2_4_ans_princ;2011
P11_PMEN_ANEM0509;population;NUM;pop_men_emmenages_entre_5_9_ans_princ;2011
P11_PMEN_ANEM10P;population;NUM;pop_men_emmenages_depuis_10_ans_ou_plus_princ;2011
P11_POP;population;NUM;population_princ;2011
P11_POP0014;population;NUM;pop_0_14_ans_princ;2011
P11_POP0114_IRAN2;population;NUM;pop_1_14_ans_habitant_1_an_avt_autre_logt_meme_commune_princ;2011
P11_POP0114_IRAN2P;population;NUM;pop_1_14_ans_habitant_1_an_avt_autre_logt_princ;2011
P11_POP0114_IRAN3P;population;NUM;pop_1_14_ans_habitant_1_an_avt_autre_commune_princ;2011
P11_POP01P;population;NUM;pop_1_an_ou_plus_princ;2011
P11_POP01P_IRAN1;population;NUM;pop_1_an_ou_plus_habitant_1_an_avt_meme_logt_princ;2011
P11_POP01P_IRAN2;population;NUM;pop_1_an_ou_plus_habitan_1_an_avt_autre_logt_meme_commune_princ;2011
P11_POP01P_IRAN3;population;NUM;pop_1_an_ou_plus_habitan_1_an_avt_autre_commune_meme_dept_princ;2011
P11_POP01P_IRAN4;population;NUM;pop_1_an_ou_plus_habitant_1_an_avt_autre_dept_meme_region_princ;2011
P11_POP01P_IRAN5;population;NUM;pop_1_an_ou_plus_habitant_1_an_avt_autre_region_metropole_princ;2011
P11_POP01P_IRAN6;population;NUM;pop_1_an_ou_plus_habitant_1_an_avt_un_dom_princ;2011
P11_POP01P_IRAN7;population;NUM;pop_1_an_ou_plus_habitant_1_an_avt_hors_metro_ou_dom_princ;2011
P11_POP0205;population;NUM;pop_2_5_ans_princ;2011
P11_POP0610;population;NUM;pop_6_10_ans_princ;2011
P11_POP1114;population;NUM;pop_11_14_ans_princ;2011
P11_POP1517;population;NUM;pop_15_17_ans_princ;2011
P11_POP1519;population;NUM;pop_15_19_ans_princ;2011
P11_POP1519_COUPLE;population;NUM;pop_15_19_ans_vivant_en_couple_princ;2011
P11_POP1519_PSEUL;population;NUM;pop_15_19_ans_vivant_seule_princ;2011
P11_POP1524_IRAN2;population;NUM;pop_15_24_ans_habitant_1_an_avt_autre_logt_meme_commune_princ;2011
P11_POP1524_IRAN2P;population;NUM;pop_15_24_ans_habitant_1_an_avt_autre_logt_princ;2011
P11_POP1524_IRAN3P;population;NUM;pop_15_24_ans_habitant_1_an_avt_autre_commune_princ;2011
P11_POP1529;population;NUM;pop_15_29_ans_princ;2011
P11_POP1564;population;NUM;pop_15_64_ans_princ;2011
P11_POP15P;population;NUM;pop_15_ans_ou_plus_princ;2011
P11_POP15P_CELIB;population;NUM;pop_15_ans_ou_plus_celibataire_princ;2011
P11_POP15P_DIVOR;population;NUM;pop_15_ans_ou_plus_divorce_princ;2011
P11_POP15P_MARIE;population;NUM;pop_15_ans_ou_plus_marie_princ;2011
P11_POP15P_VEUF;population;NUM;pop_15_ans_ou_plus_veuf_princ;2011
P11_POP1824;population;NUM;pop_18_24_ans_princ;2011
P11_POP2024;population;NUM;pop_20_24_ans_princ;2011
P11_POP2024_COUPLE;population;NUM;pop_20_24_ans_vivant_en_couple_princ;2011
P11_POP2024_PSEUL;population;NUM;pop_20_24_ans_vivant_seule_princ;2011
P11_POP2529;population;NUM;pop_25_29_ans_princ;2011
P11_POP2539;population;NUM;pop_25_39_ans_princ;2011
P11_POP2539_COUPLE;population;NUM;pop_25_39_ans_vivant_en_couple_princ;2011
P11_POP2539_PSEUL;population;NUM;pop_25_39_ans_vivant_seule_princ;2011
P11_POP2554_IRAN2;population;NUM;pop_25_54_ans_habitant_1_an_avt_autre_logt_meme_commune_princ;2011
P11_POP2554_IRAN2P;population;NUM;pop_25_54_ans_habitant_1_an_avt_autre_logt_princ;2011
P11_POP2554_IRAN3P;population;NUM;pop_25_54_ans_habitant_1_an_avt_autre_commune_princ;2011
P11_POP3044;population;NUM;pop_30_44_ans_princ;2011
P11_POP30P;population;NUM;pop_30_ans_ou_plus_princ;2011
P11_POP4054;population;NUM;pop_40_54_ans_princ;2011
P11_POP4054_COUPLE;population;NUM;pop_40_54_ans_vivant_en_couple_princ;2011
P11_POP4054_PSEUL;population;NUM;pop_40_54_ans_vivant_seule_princ;2011
P11_POP4559;population;NUM;pop_45_59_ans_princ;2011
P11_POP5564;population;NUM;pop_55_64_ans_princ;2011
P11_POP5564_COUPLE;population;NUM;pop_55_64_ans_vivant_en_couple_princ;2011
P11_POP5564_PSEUL;population;NUM;pop_55_64_ans_vivant_seule_princ;2011
P11_POP55P_IRAN2;population;NUM;pop_55_ans_ou_plus_habita_1_an_avt_autre_logt_meme_commun_princ;2011
P11_POP55P_IRAN2P;population;NUM;pop_55_ans_ou_plus_habitant_1_an_avt_autre_logt_princ;2011
P11_POP55P_IRAN3P;population;NUM;pop_55_ans_ou_plus_habitant_1_an_avt_autre_commune_princ;2011
P11_POP6074;population;NUM;pop_60_74_ans_princ;2011
P11_POP6579;population;NUM;pop_65_79_ans_princ;2011
P11_POP6579_COUPLE;population;NUM;pop_65_79_ans_vivant_en_couple_princ;2011
P11_POP6579_PSEUL;population;NUM;pop_65_79_ans_vivant_seule_princ;2011
P11_POP7589;population;NUM;pop_75_89_ans_princ;2011
P11_POP80P;population;NUM;pop_80_ans_ou_plus_princ;2011
P11_POP80P_COUPLE;population;NUM;pop_80_ans_ou_plus_vivant_en_couple_princ;2011
P11_POP80P_PSEUL;population;NUM;pop_80_ans_ou_plus_vivant_seule_princ;2011
P11_POP90P;population;NUM;pop_90_ans_ou_plus_princ;2011
P11_POPF;population;NUM;pop_femmes_princ;2011
P11_POPH;population;NUM;pop_hommes_princ;2011
P11_POPMEN1519;population;NUM;pop_men_15_19_ans_princ;2011
P11_POPMEN2024;population;NUM;pop_men_20_24_ans_princ;2011
P11_POPMEN2539;population;NUM;pop_men_25_39_ans_princ;2011
P11_POPMEN4054;population;NUM;pop_men_40_54_ans_princ;2011
P11_POPMEN5564;population;NUM;pop_men_55_64_ans_princ;2011
P11_POPMEN6579;population;NUM;pop_men_65_79_ans_princ;2011
P11_POPMEN80P;population;NUM;pop_men_80_ans_ou_plus_princ;2011
P11_RETR1564;population;NUM;retraites_preretraites_15_64_ans_princ;2011
P11_RP;population;NUM;residences_principales_princ;2011
P11_RPAPPART;population;NUM;res_princ_type_appartement_princ;2011
P11_RPAPPART_ACHT1;population;NUM;res_princ_type_appart_avt_1946_princ;2011
P11_RPAPPART_ACHT2;population;NUM;res_princ_type_appart_1946_a_1990_princ;2011
P11_RPAPPART_ACHT3;population;NUM;res_princ_type_appart_1991_a_2008_princ;2011
P11_RPMAISON;population;NUM;res_princ_type_maison_princ;2011
P11_RPMAISON_ACHT1;population;NUM;res_princ_type_maison_avt_1946_princ;2011
P11_RPMAISON_ACHT2;population;NUM;res_princ_type_maison_1946_a_1990_princ;2011
P11_RPMAISON_ACHT3;population;NUM;res_princ_type_maison_1991_a_2008_princ;2011
P11_RP_1P;population;NUM;res_princ_1_piece_princ;2011
P11_RP_2P;population;NUM;res_princ_2_pieces_princ;2011
P11_RP_3P;population;NUM;res_princ_3_pieces_princ;2011
P11_RP_4P;population;NUM;res_princ_4_pieces_princ;2011
P11_RP_5PP;population;NUM;res_princ_5_pieces_ou_plus_princ;2011
P11_RP_ACHT1;population;NUM;res_princ_avt_1946_princ;2011
P11_RP_ACHT2;population;NUM;res_princ_1946_a_1990_princ;2011
P11_RP_ACHT3;population;NUM;res_princ_1991_a_2008_princ;2011
P11_RP_ACHTT;population;NUM;res_princ_avt_2009_princ;2011
P11_RP_BDWC;population;NUM;res_princ_avec_bain_douche_wc_dom_princ;2011
P11_RP_CASE;population;NUM;cases_traditionnelles_dom_princ;2011
P11_RP_CAUT;population;NUM;res_princ_combustible_principal_chauffage_autres;2011
P11_RP_CELEC;population;NUM;res_princ_combustible_principal_chauffage_electicite;2011
P11_RP_CFIOUL;population;NUM;res_princ_combustible_principal_chauffage_fioul;2011
P11_RP_CGAZB;population;NUM;res_princ_combusti_principa_chauffag_gaz_en_bouteill_ou_citerne;2011
P11_RP_CGAZV;population;NUM;res_princ_combus_princip_chauffa_gaz_de_ville_reseau_de_chaleur;2011
P11_RP_CHOS;population;NUM;res_princ_avec_chauffe_eau_solaire_dom_princ;2011
P11_RP_CLIM;population;NUM;res_princ_avec_piece_climatisee_dom_princ;2011
P11_RP_EAUCH;population;NUM;res_princ_avec_eau_chaude_dom_princ;2011
P11_RP_ELEC;population;NUM;res_princ_avec_electricite_dom_princ;2011
P11_RP_GARL;population;NUM;menages_au_moins_un_parking_princ;2011
P11_RP_GRAT;population;NUM;res_princ_loge_gratuit_princ;2011
P11_RP_HABFOR;population;NUM;habitations_de_fortune_dom_princ;2011
P11_RP_LOC;population;NUM;res_princ_occupees_locataires_princ;2011
P11_RP_LOCHLMV;population;NUM;res_princ_hlm_louee_vide_princ;2011
P11_RP_MIBOIS;population;NUM;maisons_ou_immeubles_en_bois_dom_princ;2011
P11_RP_MIDUR;population;NUM;maisons_ou_immeubles_en_dur_dom_princ;2011
P11_RP_PROP;population;NUM;res_princ_occupees_proprietaires_princ;2011
P11_RP_TTEGOU;population;NUM;res_princ_avec_tout_a_l_egout_dom_princ;2011
P11_RP_VOIT1;population;NUM;menages_une_voiture_princ;2011
P11_RP_VOIT1P;population;NUM;menages_au_moins_une_voiture_princ;2011
P11_RP_VOIT2P;population;NUM;menages_deux_voitures_ou_plus_princ;2011
P11_RSECOCC;population;NUM;res_secondaires_et_logts_occasionnels_princ;2011
P11_SAL15P;population;NUM;salaries_15_ans_ou_plus_princ;2011
P11_SAL15P_TP;population;NUM;salaries_15_ans_ou_plus_tp_princ;2011
P11_SCOL0205;population;NUM;pop_scolarisee_2_5_ans_princ;2011
P11_SCOL0610;population;NUM;pop_scolarisee_6_10_ans_princ;2011
P11_SCOL1114;population;NUM;pop_scolarisee_11_14_ans_princ;2011
P11_SCOL1517;population;NUM;pop_scolarisee_15_17_ans_princ;2011
P11_SCOL1824;population;NUM;pop_scolarisee_18_24_ans_princ;2011
P11_SCOL2529;population;NUM;pop_scolarisee_25_29_ans_princ;2011
P11_SCOL30P;population;NUM;pop_scolarisee_30_ans_ou_plus_princ;2011
P16_ACT1524;population;NUM;actifs_15_24_ans_princ;2016
P16_ACT1564;population;NUM;actifs_15_64_ans_princ;2016
P16_ACT15P;population;NUM;actifs_15_ans_ou_plus_princ;2016
P16_ACT2554;population;NUM;actifs_25_54_ans_princ;2016
P16_ACT5564;population;NUM;actifs_55_64_ans_princ;2016
P16_ACTOCC;population;NUM;actifs_occupes_princ;2016
P16_ACTOCC1524;population;NUM;actifs_occupes_15_24_ans_princ;2016
P16_ACTOCC1564;population;NUM;actifs_occupes_15_64_ans_princ;2016
P16_ACTOCC15P;population;NUM;actifs_occupes_15_ans_ou_plus_princ;2016
P16_ACTOCC15P_2ROUES;population;NUM;actifs_occ_15_ans_ou_plus_deux_roues_princ;2016
P16_ACTOCC15P_COMMUN;population;NUM;actifs_occ_15_ans_ou_plus_transport_en_commun_princ;2016
P16_ACTOCC15P_ILT1;population;NUM;actifs_occ_15_ans_ou_plus_travaillent_commune_residence_princ;2016
P16_ACTOCC15P_ILT2;population;NUM;acti_occ_15_ans_ou_plus_trava_autre_commu_meme_dept_resid_princ;2016
P16_ACTOCC15P_ILT2P;population;NUM;acti_occ_15_ans_ou_plus_trava_autre_commu_que_commu_resid_princ;2016
P16_ACTOCC15P_ILT3;population;NUM;acti_occ_15_ans_ou_plus_trava_autre_dept_meme_regio_resid_princ;2016
P16_ACTOCC15P_ILT4;population;NUM;actifs_occ_15_ans_ou_plus_travail_autre_region_en_metropo_princ;2016
P16_ACTOCC15P_ILT5;population;NUM;actifs_occ_15_ans_ou_plus_travai_autre_region_hors_metrop_princ;2016
P16_ACTOCC15P_MARCHE;population;NUM;actifs_occ_15_ans_ou_plus_marche_a_pied_pour_travail_princ;2016
P16_ACTOCC15P_PASTRANS;population;NUM;actifs_occ_15_ans_ou_plus_pas_de_transport_pour_travail_princ;2016
P16_ACTOCC15P_TP;population;NUM;actifs_occ_15_ans_ou_plus_tp_princ;2016
P16_ACTOCC15P_VOITURE;population;NUM;actifs_occ_15_ans_ou_plus_voiture_princ;2016
P16_ACTOCC2554;population;NUM;actifs_occupes_25_54_ans_princ;2016
P16_ACTOCC5564;population;NUM;actifs_occupes_55_64_ans_princ;2016
P16_AINACT1564;population;NUM;autres_inactifs_15_64_ans_princ;2016
P16_ANEM_RP;population;NUM;anc_tot_emmengt_res_princ_annees_princ;2016
P16_ANEM_RP_GRAT;population;NUM;anc_tot_emmengt_res_princ_occ_gratuit_annees_princ;2016
P16_ANEM_RP_LOC;population;NUM;anc_tot_emmengt_res_princ_occ_par_locataires_annees_princ;2016
P16_ANEM_RP_LOCHLMV;population;NUM;anc_tot_emmengt_res_princ_hlm_louees_vides_annees_princ;2016
P16_ANEM_RP_PROP;population;NUM;anc_tot_emmengt_res_princ_occ_par_proprietaires_annees_princ;2016
P16_APPART;population;NUM;appartements_princ;2016
P16_CHOM1564;population;NUM;chomeurs_15_64_ans_princ;2016
P16_EMPLT;population;NUM;emplois_au_lt_princ;2016
P16_EMPLT_FNSAL;population;NUM;emplois_non_salaries_femmes_au_lt_princ;2016
P16_EMPLT_FSAL;population;NUM;emplois_salaries_femmes_au_lt_princ;2016
P16_EMPLT_NSAL;population;NUM;emplois_non_salaries_au_lt_princ;2016
P16_EMPLT_NSALTP;population;NUM;emplois_non_salaries_tp_au_lt_princ;2016
P16_EMPLT_SAL;population;NUM;emplois_salaries_au_lt_princ;2016
P16_EMPLT_SALTP;population;NUM;emplois_salaries_tp_au_lt_princ;2016
P16_ETUD1564;population;NUM;elev_etud_stag_non_remuneres_15_64_ans_princ;2016
P16_F0014;population;NUM;pop_femmes_0_14_ans_princ;2016
P16_F0019;population;NUM;pop_femmes_0_19_ans_princ;2016
P16_F0205;population;NUM;femmes_2_5_ans_princ;2016
P16_F0610;population;NUM;femmes_6_10_ans_princ;2016
P16_F1114;population;NUM;femmes_11_14_ans_princ;2016
P16_F1517;population;NUM;femmes_15_17_ans_princ;2016
P16_F1524;population;NUM;pop_15_24_ans_femmes_princ;2016
P16_F1529;population;NUM;pop_femmes_15_29_ans_princ;2016
P16_F1564;population;NUM;pop_15_64_ans_femmes_princ;2016
P16_F1824;population;NUM;femmes_18_24_ans_princ;2016
P16_F2064;population;NUM;pop_femmes_20_64_ans_princ;2016
P16_F2529;population;NUM;femmes_25_29_ans_princ;2016
P16_F2554;population;NUM;pop_25_54_ans_femmes_princ;2016
P16_F3044;population;NUM;pop_femmes_30_44_ans_princ;2016
P16_F30P;population;NUM;femmes_30_ans_ou_plus_princ;2016
P16_F4559;population;NUM;pop_femmes_45_59_ans_princ;2016
P16_F5564;population;NUM;pop_55_64_ans_femmes_princ;2016
P16_F6074;population;NUM;pop_femmes_60_74_ans_princ;2016
P16_F65P;population;NUM;pop_femmes_65_ans_ou_plus_princ;2016
P16_F7589;population;NUM;pop_femmes_75_89_ans_princ;2016
P16_F90P;population;NUM;pop_femmes_90_ans_ou_plus_princ;2016
P16_FACT1524;population;NUM;actifs_15_24_ans_femmes_princ;2016
P16_FACT1564;population;NUM;actifs_15_64_ans_femmes_princ;2016
P16_FACT2554;population;NUM;actifs_25_54_ans_femmes_princ;2016
P16_FACT5564;population;NUM;actifs_55_64_ans_femmes_princ;2016
P16_FACTOCC1524;population;NUM;actifs_occupes_15_24_ans_femmes_princ;2016
P16_FACTOCC1564;population;NUM;actifs_occupes_15_64_ans_femmes_princ;2016
P16_FACTOCC15P;population;NUM;actifs_occupes_15_ans_ou_plus_femmes_princ;2016
P16_FACTOCC2554;population;NUM;actifs_occupes_25_54_ans_femmes_princ;2016
P16_FACTOCC5564;population;NUM;actifs_occupes_55_64_ans_femmes_princ;2016
P16_FCHOM1524;population;NUM;chomeurs_15_24_ans_femmes_princ;2016
P16_FCHOM1564;population;NUM;chomeurs_15_64_ans_femmes_princ;2016
P16_FCHOM2554;population;NUM;chomeurs_25_54_ans_femmes_princ;2016
P16_FCHOM5564;population;NUM;chomeurs_55_64_ans_femmes_princ;2016
P16_FNSAL15P;population;NUM;non_salaries_15_ans_ou_plus_femmes_princ;2016
P16_FNSAL15P_AIDFAM;population;NUM;non_salaries_15_ans_ou_plus_femmes_aides_familiales_princ;2016
P16_FNSAL15P_EMPLOY;population;NUM;non_salaries_15_ans_ou_plus_femmes_employeurs_princ;2016
P16_FNSAL15P_INDEP;population;NUM;non_salaries_15_ans_ou_plus_femmes_independantes_princ;2016
P16_FNSCOL15P;population;NUM;femmes_15_ans_ou_plus_non_scolarisees_princ;2016
P16_FNSCOL15P_BAC;population;NUM;femmes_15_ans_ou_plus_non_scol_bac_princ;2016
P16_FNSCOL15P_CAPBEP;population;NUM;femmes_15_ans_ou_plus_non_scol_cap_bep_princ;2016
P16_FNSCOL15P_DIPLMIN;population;NUM;femm_15_plus_non_scol_sans_dipl_ou_bepc_brev_des_coll_dnb_prin;2016
P16_FNSCOL15P_SUP;population;NUM;femmes_15_ans_ou_plus_non_scol_enseignement_sup_princ;2016
P16_FSAL1524;population;NUM;salaries_15_24_ans_femmes_princ;2016
P16_FSAL1524_TP;population;NUM;salaries_15_24_ans_femmes_tp_princ;2016
P16_FSAL1564;population;NUM;salaries_15_64_ans_femmes_princ;2016
P16_FSAL1564_TP;population;NUM;salaries_15_64_ans_femmes_tp_princ;2016
P16_FSAL15P;population;NUM;salaries_15_ans_ou_plus_femmes_princ;2016
P16_FSAL15P_APPR;population;NUM;salaries_15_ans_ou_plus_femmes_apprentissage_stage_princ;2016
P16_FSAL15P_CDD;population;NUM;salaries_15_ans_ou_plus_femmes_cdd_princ;2016
P16_FSAL15P_CDI;population;NUM;salaries_15_ans_ou_plus_femmes_fonct_publ_cdi_princ;2016
P16_FSAL15P_EMPAID;population;NUM;salaries_15_ans_ou_plus_femmes_emplois_aides_princ;2016
P16_FSAL15P_INTERIM;population;NUM;salaries_15_ans_ou_plus_femmes_interim_princ;2016
P16_FSAL15P_TP;population;NUM;salaries_15_ans_ou_plus_tp_femmes_princ;2016
P16_FSAL2554;population;NUM;salaries_25_54_ans_femmes_princ;2016
P16_FSAL2554_TP;population;NUM;salaries_25_54_ans_femmes_tp_princ;2016
P16_FSAL5564;population;NUM;salaries_55_64_ans_femmes_princ;2016
P16_FSAL5564_TP;population;NUM;salaries_55_64_ans_femmes_tp_princ;2016
P16_FSCOL0205;population;NUM;femmes_scolarisees_2_5_ans_princ;2016
P16_FSCOL0610;population;NUM;femmes_scolarisees_6_10_ans_princ;2016
P16_FSCOL1114;population;NUM;femmes_scolarisees_11_14_ans_princ;2016
P16_FSCOL1517;population;NUM;femmes_scolarisees_15_17_ans_princ;2016
P16_FSCOL1824;population;NUM;femmes_scolarisees_18_24_ans_princ;2016
P16_FSCOL2529;population;NUM;femmes_scolarisees_25_29_ans_princ;2016
